pair_label,observable,bin,bin_low_edge,bin_up_edge,correction_factor,stat_unc,scale_unc,pdf_unc,shower_unc,model_unc,total_unc
Herwig_plus,phijet,1,-1.0,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_plus,phijet,2,-0.84,-0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_plus,phijet,3,-0.6799999999999999,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_plus,phijet,4,-0.52,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_plus,phijet,5,-0.36,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_plus,phijet,6,-0.19999999999999996,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_plus,phijet,7,-0.040000000000000036,0.1200000000000001,0.6967407464981079,0.03593173250555992,0.0024532675743103027,0.001813513576053083,0.0,0.0,0.036061014980077744
Herwig_plus,phijet,8,0.1200000000000001,0.28,0.7215404510498047,0.03193104267120361,0.002667665481567383,0.0016096916515380144,0.0,0.0,0.0320826917886734
Herwig_plus,phijet,9,0.28,0.43999999999999995,0.7114980220794678,0.032078150659799576,0.0005915164947509766,0.00037290857289917767,0.0,0.0,0.03208577260375023
Herwig_plus,phijet,10,0.43999999999999995,0.6000000000000001,0.6595568656921387,0.02989973872900009,0.0011176466941833496,0.0008587713818997145,0.0,0.0,0.029932942241430283
Herwig_plus,phijet,11,0.6000000000000001,0.76,0.707755982875824,0.03167624771595001,0.0020325779914855957,0.0013066481333225965,0.0,0.0,0.031768277287483215
Herwig_plus,phijet,12,0.76,0.9199999999999999,0.6816132664680481,0.030873345211148262,0.0010476112365722656,0.0005599599098786712,0.0,0.0,0.03089618869125843
Herwig_plus,phijet,13,0.9199999999999999,1.08,0.7133454084396362,0.031816139817237854,0.0012211203575134277,0.0007683949661441147,0.0,0.0,0.031848836690187454
Herwig_plus,phijet,14,1.08,1.2400000000000002,0.6833536028862,0.03060831129550934,0.0027241110801696777,0.0016642897389829159,0.0,0.0,0.030774328857660294
Herwig_plus,phijet,15,1.2400000000000002,1.4,0.620762288570404,0.027576368302106857,0.0009528398513793945,0.0006316692451946437,0.0,0.0,0.027600053697824478
Herwig_plus,phijet,16,1.4,1.56,0.7320032119750977,0.03263919800519943,0.002247631549835205,0.0014855966437608004,0.0,0.0,0.0327502079308033
Herwig_plus,phijet,17,1.56,1.7200000000000002,0.709459662437439,0.032174427062273026,0.0014808177947998047,0.0005679687601514161,0.0,0.0,0.032213494181632996
Herwig_plus,phijet,18,1.7200000000000002,1.88,0.683974027633667,0.030705325305461884,0.0016650557518005371,0.0010803134646266699,0.0,0.0,0.030769407749176025
Herwig_plus,phijet,19,1.88,2.04,0.6907026171684265,0.031404197216033936,0.0017976164817810059,0.0012576591689139605,0.0,0.0,0.031480737030506134
Herwig_plus,phijet,20,2.04,2.2,0.6836795806884766,0.030290454626083374,0.001042485237121582,0.0007075571338646114,0.0,0.0,0.03031664714217186
Herwig_plus,phijet,21,2.2,2.36,0.6617973446846008,0.029366035014390945,0.0014764070510864258,0.000857524573802948,0.0,0.0,0.02941562794148922
Herwig_plus,phijet,22,2.36,2.52,0.675661563873291,0.030395999550819397,0.0011734366416931152,0.0007417479064315557,0.0,0.0,0.030427683144807816
Herwig_plus,phijet,23,2.52,2.68,0.6840611100196838,0.03061680682003498,0.0027313828468322754,0.0017407479463145137,0.0,0.0,0.030787652358412743
Herwig_plus,phijet,24,2.68,2.84,0.7207447290420532,0.032341890037059784,0.0007346868515014648,0.0006254868349060416,0.0,0.0,0.03235628083348274
Herwig_plus,phijet,25,2.84,3.0,0.7241856455802917,0.03237561509013176,0.0012279748916625977,0.0007623828714713454,0.0,0.0,0.032407864928245544
Herwig_plus,phijet,26,3.0,3.16,0.6568732857704163,0.02928786911070347,0.0011121034622192383,0.0006863499293103814,0.0,0.0,0.029317010194063187
