pair_label,observable,bin,bin_low_edge,bin_up_edge,correction_factor,stat_unc,scale_unc,pdf_unc,shower_unc,model_unc,total_unc
Pythia_plus,phijet,1,-1.0,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythia_plus,phijet,2,-0.84,-0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythia_plus,phijet,3,-0.6799999999999999,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythia_plus,phijet,4,-0.52,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythia_plus,phijet,5,-0.36,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythia_plus,phijet,6,-0.19999999999999996,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythia_plus,phijet,7,-0.040000000000000036,0.1200000000000001,0.5135090351104736,0.027404965832829475,0.0014254450798034668,0.0005152387311682105,0.02996283769607544,0.03136444091796875,0.05133058875799179
Pythia_plus,phijet,8,0.1200000000000001,0.28,0.47058460116386414,0.021809881553053856,0.002132922410964966,0.0013829348608851433,0.05089566111564636,0.031103283166885376,0.06356032937765121
Pythia_plus,phijet,9,0.28,0.43999999999999995,0.4980463683605194,0.022781888023018837,0.0022527873516082764,0.0013057059841230512,0.05158385634422302,0.0378936231136322,0.06798981875181198
Pythia_plus,phijet,10,0.43999999999999995,0.6000000000000001,0.4983200132846832,0.02281086891889572,0.0003693997859954834,0.0013462756760418415,0.052876681089401245,0.03519287705421448,0.06750382483005524
Pythia_plus,phijet,11,0.6000000000000001,0.76,0.49099457263946533,0.022753747180104256,0.0012097358703613281,0.0010070569114759564,0.019263237714767456,0.029611945152282715,0.04204937815666199
Pythia_plus,phijet,12,0.76,0.9199999999999999,0.5368722677230835,0.024472683668136597,0.002161264419555664,0.0005586949409916997,0.052389323711395264,0.02809298038482666,0.06432536244392395
Pythia_plus,phijet,13,0.9199999999999999,1.08,0.5419888496398926,0.024903107434511185,0.0009087920188903809,0.001706850016489625,0.02815157175064087,0.03899681568145752,0.05419563129544258
Pythia_plus,phijet,14,1.08,1.2400000000000002,0.5064616203308105,0.023334022611379623,0.0012824535369873047,0.0013635643990710378,0.026218414306640625,0.01901531219482422,0.03996208310127258
Pythia_plus,phijet,15,1.2400000000000002,1.4,0.5049057602882385,0.023106519132852554,0.0015022754669189453,0.0013795439153909683,0.022620737552642822,0.024198591709136963,0.04043934866786003
Pythia_plus,phijet,16,1.4,1.56,0.49782657623291016,0.02347761206328869,0.0009794831275939941,0.0005541929276660085,0.04751485586166382,0.025656819343566895,0.0588931106030941
