pair_label,observable,bin,bin_low_edge,bin_up_edge,correction_factor,stat_unc,scale_unc,pdf_unc,shower_unc,model_unc,total_unc
Herwig_plus,etalepton,1,0.0,0.21,0.6465449929237366,0.012028489261865616,0.0008341073989868164,0.0005040922551415861,0.0,0.0,0.012067907489836216
Herwig_plus,etalepton,2,0.21,0.42,0.6605501770973206,0.012441514059901237,0.0010325312614440918,0.0006587838870473206,0.0,0.0,0.012501655146479607
Herwig_plus,etalepton,3,0.42,0.63,0.6732813119888306,0.01287628524005413,0.000418245792388916,0.00019265199080109596,0.0,0.0,0.012884516268968582
Herwig_plus,etalepton,4,0.63,0.84,0.6766475439071655,0.013316049240529537,0.0004363059997558594,0.0002942054998129606,0.0,0.0,0.013326442800462246
Herwig_plus,etalepton,5,0.84,1.05,0.6565006375312805,0.013216518796980381,0.0015314221382141113,0.0010058889165520668,0.0,0.0,0.01334291696548462
Herwig_plus,etalepton,6,1.05,1.37,0.6496832370758057,0.01115543395280838,0.00039136409759521484,0.00030168014927767217,0.0,0.0,0.011166373267769814
Herwig_plus,etalepton,7,1.37,1.52,0.6812931895256042,0.01824559085071087,0.0006017684936523438,0.0001733332173898816,0.0,0.0,0.018256334587931633
Herwig_plus,etalepton,8,1.52,1.74,0.6640654802322388,0.015594474971294403,0.0017070770263671875,0.0010799869196489453,0.0,0.0,0.01572476141154766
Herwig_plus,etalepton,9,1.74,1.95,0.6416134834289551,0.016785409301519394,0.001457810401916504,0.0007273672381415963,0.0,0.0,0.016864288598299026
Herwig_plus,etalepton,10,1.95,2.18,0.6432574987411499,0.017357364296913147,0.001173257827758789,0.0009421557188034058,0.0,0.0,0.017422465607523918
Herwig_plus,etalepton,11,2.18,2.5,0.6202782988548279,0.0163293294608593,0.0032288432121276855,0.0020814992021769285,0.0,0.0,0.016775133088231087
