pair_label,observable,bin,bin_low_edge,bin_up_edge,correction_factor,stat_unc,scale_unc,pdf_unc,shower_unc,model_unc,total_unc
Herwig_minus,ptlepton,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_minus,ptlepton,2,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_minus,ptlepton,3,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herwig_minus,ptlepton,4,18.0,24.0,0.12757430970668793,0.005016642156988382,0.00010892748832702637,8.633945981273428e-05,0.0,0.0,0.0050185672007501125
Herwig_minus,ptlepton,5,24.0,30.0,0.5427984595298767,0.009188128635287285,0.0007150173187255859,0.0004630146431736648,0.0,0.0,0.009227531962096691
Herwig_minus,ptlepton,6,30.0,36.0,0.6588292717933655,0.010377187281847,0.0009833574295043945,0.0006920037558302283,0.0,0.0,0.010446620173752308
Herwig_minus,ptlepton,7,36.0,42.0,0.6836487650871277,0.01126610953360796,0.001436769962310791,0.000988295883871615,0.0,0.0,0.011400274932384491
Herwig_minus,ptlepton,8,42.0,48.0,0.7665129899978638,0.013010358437895775,0.00030434131622314453,0.00016363039321731776,0.0,0.0,0.01301494613289833
Herwig_minus,ptlepton,9,48.0,54.0,0.8868623971939087,0.016411690041422844,0.001636803150177002,0.0004148583975620568,0.0,0.0,0.016498327255249023
Herwig_minus,ptlepton,10,54.0,60.0,0.8949864506721497,0.020231572911143303,0.002278268337249756,0.0015135278226807714,0.0,0.0,0.02041562646627426
Herwig_minus,ptlepton,11,60.0,66.0,0.816131055355072,0.02343209646642208,0.0017952919006347656,0.0014103883877396584,0.0,0.0,0.02354305423796177
Herwig_minus,ptlepton,12,66.0,72.0,0.6481497883796692,0.024868575856089592,0.0013069510459899902,0.000288828945485875,0.0,0.0,0.02490456961095333
Herwig_minus,ptlepton,13,72.0,78.0,0.5498552918434143,0.026776446029543877,0.0016396045684814453,0.0005523540312424302,0.0,0.0,0.026832284405827522
Herwig_minus,ptlepton,14,78.0,84.0,0.5718942880630493,0.0337052196264267,0.002936422824859619,0.001977041130885482,0.0,0.0,0.033890604972839355
Herwig_minus,ptlepton,15,84.0,90.0,0.5116998553276062,0.03698858246207237,0.003315865993499756,0.0016340076690539718,0.0,0.0,0.037172842770814896
Herwig_minus,ptlepton,16,90.0,96.0,0.43287983536720276,0.03631814941763878,0.0027235746383666992,0.0019334345124661922,0.0,0.0,0.0364714153110981
Herwig_minus,ptlepton,17,96.0,102.0,0.4864886403083801,0.05035589262843132,0.005883991718292236,0.0018029154743999243,0.0,0.0,0.050730541348457336
Herwig_minus,ptlepton,18,102.0,108.0,0.41820552945137024,0.05271551385521889,0.0052709877490997314,0.0033925678580999374,0.0,0.0,0.053086891770362854
Herwig_minus,ptlepton,19,108.0,114.0,0.5511109828948975,0.07175619900226593,0.0040555596351623535,0.00260903756134212,0.0,0.0,0.0719180554151535
Herwig_minus,ptlepton,20,114.0,120.0,0.48273658752441406,0.07312704622745514,0.0034919679164886475,0.0021315887570381165,0.0,0.0,0.07324139773845673
Herwig_minus,ptlepton,21,120.0,150.0,0.5332369208335876,0.05700087174773216,0.0047452449798583984,0.0035801520571112633,0.0,0.0,0.05730998516082764
Herwig_minus,ptlepton,22,150.0,180.0,0.7952097654342651,0.14037074148654938,0.014400064945220947,0.010244837030768394,0.0,0.0,0.14147885143756866
Herwig_minus,ptlepton,23,180.0,210.0,1.542548418045044,0.5148643255233765,0.007300972938537598,0.004717793315649033,0.0,0.0,0.514937698841095
Herwig_minus,ptlepton,24,210.0,240.0,0.9507948160171509,0.44179651141166687,0.043305277824401855,0.027617601677775383,0.0,0.0,0.4447721242904663
Herwig_minus,ptlepton,25,240.0,270.0,0.23049569129943848,0.266153484582901,0.037213265895843506,0.024398691952228546,0.0,0.0,0.2698477506637573
Herwig_minus,ptlepton,26,270.0,300.0,0.9219827651977539,0.7041759490966797,0.04984956979751587,0.03276381641626358,0.0,0.0,0.7066981196403503
